gen,seq,delta_ns
1789211068009-tick,615,49572000
1789211068009-tick,616,49784600
1789211068009-tick,617,50507300
1789211068009-tick,618,50422100
1789211068009-tick,619,49401200
1789211068009-tick,620,50945000
1789211068009-tick,621,50114000
1789211068009-tick,622,50308900
1789211068009-tick,623,48972300
1789211068009-tick,624,49706600
1789211068009-tick,625,50215300
1789211068009-tick,626,50358100
1789211068009-tick,627,50814800
1789211068009-tick,628,48216400
1789211068009-tick,629,50319600
1789211068009-tick,630,50467100
1789211068009-tick,631,50698800
1789211068009-tick,632,50317900
1789211068009-tick,633,49250500
1789211068009-tick,634,49760800
1789211068009-tick,635,50407400
1789211068009-tick,636,48951400
1789211068009-tick,637,51130200
1789211068009-tick,638,48816600
1789211068009-tick,639,50069200
1789211068009-tick,640,49979800
1789211068009-tick,641,50032400
1789211068009-tick,642,51530000
1789211068009-tick,643,48641200
1789211068009-tick,644,51467600
1789211068009-tick,645,48090500
1789211068009-tick,646,50558700
1789211068009-tick,647,49693700
1789211068009-tick,648,51170100
1789211068009-tick,649,49330600
1789211068009-tick,650,49755700
1789211068009-tick,651,50572300
1789211068009-tick,652,50445900
1789211068009-tick,653,49951700
1789211068009-tick,654,49426800
1789211068009-tick,655,50670200
1789211068009-tick,656,48513500
1789211068009-tick,657,51810600
1789211068009-tick,658,48524900
1789211068009-tick,659,51388300
1789211068009-tick,660,49497000
1789211068009-tick,661,49164400
1789211068009-tick,662,50448700
1789211068009-tick,663,49481700
1789211068009-tick,664,49632800
1789211068009-tick,665,50367700
1789211068009-tick,666,50055600
1789211068009-tick,667,50064300
1789211068009-tick,668,49805600
1789211068009-tick,669,49674500
1789211068009-tick,670,50318800
1789211068009-tick,671,49698500
1789211068009-tick,672,51521000
1789211068009-tick,673,48687300
1789211068009-tick,674,49814800
1789211068009-tick,675,51506100
1789211068009-tick,676,50067000
1789211068009-tick,677,49090000
1789211068009-tick,678,50092500
1789211068009-tick,679,50848300
1789211068009-tick,680,49006600
1789211068009-tick,681,50110900
1789211068009-tick,682,50168400
1789211068009-tick,683,49373800
1789211068009-tick,684,49953500
1789211068009-tick,685,49872900
1789211068009-tick,686,50033400
1789211068009-tick,687,50514100
1789211068009-tick,688,49996100
1789211068009-tick,689,49738400
1789211068009-tick,690,50514900
1789211068009-tick,691,49619000
1789211068009-tick,692,51260500
1789211068009-tick,693,49868500
1789211068009-tick,694,48876300
1789211068009-tick,695,49855400
1789211068009-tick,696,50538900
1789211068009-tick,697,50489200
1789211068009-tick,698,49369400
1789211068009-tick,699,50138900
1789211068009-tick,700,50266900
1789211068009-tick,701,49003300
1789211068009-tick,702,51614700
1789211068009-tick,703,49074400
1789211068009-tick,704,49596600
1789211068009-tick,705,49848300
1789211068009-tick,706,51258800
1789211068009-tick,707,48984600
1789211068009-tick,708,49681700
1789211068009-tick,709,49889200
1789211068009-tick,710,51603000
1789211068009-tick,711,48480700
1789211068009-tick,712,49748500
1789211068009-tick,713,51394800
1789211068009-tick,714,49256500
1789211068009-tick,715,50064000
1789211068009-tick,716,50093700
1789211068009-tick,717,49982100
1789211068009-tick,718,50061800
1789211068009-tick,719,49582600
1789211068009-tick,720,51539300
1789211068009-tick,721,48592800
1789211068009-tick,722,49991500
1789211068009-tick,723,51343700
1789211068009-tick,724,48338200
1789211068009-tick,725,50445500
1789211068009-tick,726,49362600
1789211068009-tick,727,51397600
1789211068009-tick,728,48578100
1789211068009-tick,729,50306500
1789211068009-tick,730,50091200
1789211068009-tick,731,49783100
1789211068009-tick,732,49886700
1789211068009-tick,733,50060000
1789211068009-tick,734,49921000
1789211068009-tick,735,50113800
1789211068009-tick,736,51428700
1789211068009-tick,737,48915200
1789211068009-tick,738,50573800
1789211068009-tick,739,49627000
1789211068009-tick,740,49523700
1789211068009-tick,741,51062000
1789211068009-tick,742,48955500
1789211068009-tick,743,49871100
1789211068009-tick,744,50441700
1789211068009-tick,745,51034400
1789211068009-tick,746,49060000
1789211068009-tick,747,49916400
1789211068009-tick,748,49453700
1789211068009-tick,749,50458500
1789211068009-tick,750,50981900
1789211068009-tick,751,48534500
1789211068009-tick,752,50257400
1789211068009-tick,753,50449100
1789211068009-tick,754,49955400
1789211068009-tick,755,50024700
1789211068009-tick,756,49674400
1789211068009-tick,757,50078700
1789211068009-tick,758,51444600
1789211068009-tick,759,49514100
1789211068009-tick,760,49056700
1789211068009-tick,761,50001400
1789211068009-tick,762,49979200
1789211068009-tick,763,49912700
1789211068009-tick,764,50041700
1789211068009-tick,765,50029700
1789211068009-tick,766,50122200
1789211068009-tick,767,49864700
1789211068009-tick,768,50118100
1789211068009-tick,769,49755500
1789211068009-tick,770,50087000
1789211068009-tick,771,50075400
1789211068009-tick,772,50423500
1789211068009-tick,773,49717300
1789211068009-tick,774,51129900
1789211068009-tick,775,48694700
1789211068009-tick,776,49745600
1789211068009-tick,777,50029800
1789211068009-tick,778,50912100
1789211068009-tick,779,50310200
1789211068009-tick,780,49750200
1789211068009-tick,781,48970900
1789211068009-tick,782,51522000
1789211068009-tick,783,48870000
1789211068009-tick,784,50639600
1789211068009-tick,785,50683000
1789211068009-tick,786,49043600
1789211068009-tick,787,49764100
1789211068009-tick,788,49423500
1789211068009-tick,789,51193700
1789211068009-tick,790,49846200
1789211068009-tick,791,49738200
1789211068009-tick,792,50450900
1789211068009-tick,793,50046800
1789211068009-tick,794,48973100
1789211068009-tick,795,49860500
1789211068009-tick,796,49790300
1789211068009-tick,797,50279100
1789211068009-tick,798,50233500
1789211068009-tick,799,49670400
1789211068009-tick,800,50290700
1789211068009-tick,801,51212000
1789211068009-tick,802,48350200
1789211068009-tick,803,50111600
1789211068009-tick,804,49858500
1789211068009-tick,805,51467000
1789211068009-tick,806,49015200
1789211068009-tick,807,49721700
1789211068009-tick,808,49958500
1789211068009-tick,809,51021100
1789211068009-tick,810,49505500
1789211068009-tick,811,50625300
1789211068009-tick,812,49461500
1789211068009-tick,813,51266800
1789211068009-tick,814,49046500
1789211068009-tick,815,49446900
1789211068009-tick,816,49855500
1789211068009-tick,817,50418100
1789211068009-tick,818,49397600
1789211068009-tick,819,50144600
1789211068009-tick,820,49776600
