gen,seq,delta_ns
1789208922556-tick,801,49963800
1789208922556-tick,802,50537600
1789208922556-tick,803,49959400
1789208922556-tick,804,51313500
1789208922556-tick,805,48793100
1789208922556-tick,806,50386600
1789208922556-tick,807,50727100
1789208922556-tick,808,48892900
1789208922556-tick,809,49405700
1789208922556-tick,810,51237200
1789208922556-tick,811,49238900
1789208922556-tick,812,50080200
1789208922556-tick,813,50519600
1789208922556-tick,814,49785400
1789208922556-tick,815,49600000
1789208922556-tick,816,49831500
1789208922556-tick,817,50041500
1789208922556-tick,818,50307900
1789208922556-tick,819,50059700
1789208922556-tick,820,50377300
1789208922556-tick,821,49243100
1789208922556-tick,822,49793300
1789208922556-tick,823,49987500
1789208922556-tick,824,50044000
1789208922556-tick,825,51033200
1789208922556-tick,826,49425000
1789208922556-tick,827,49825900
1789208922556-tick,828,49656300
1789208922556-tick,829,51874300
1789208922556-tick,830,50114200
1789208922556-tick,831,47991200
1789208922556-tick,832,50049400
1789208922556-tick,833,50445300
1789208922556-tick,834,49676800
1789208922556-tick,835,50097000
1789208922556-tick,836,49960400
1789208922556-tick,837,51383300
1789208922556-tick,838,48510400
1789208922556-tick,839,51244200
1789208922556-tick,840,49958400
1789208922556-tick,841,49198600
1789208922556-tick,842,49517700
1789208922556-tick,843,51553900
1789208922556-tick,844,49798800
1789208922556-tick,845,50419400
1789208922556-tick,846,49514000
1789208922556-tick,847,49296500
1789208922556-tick,848,50330500
1789208922556-tick,849,48989200
1789208922556-tick,850,50992700
1789208922556-tick,851,50807800
1789208922556-tick,852,48494500
1789208922556-tick,853,51119700
1789208922556-tick,854,48793900
1789208922556-tick,855,51227700
1789208922556-tick,856,50248200
1789208922556-tick,857,48986700
1789208922556-tick,858,50393700
1789208922556-tick,859,50361900
1789208922556-tick,860,50460200
1789208922556-tick,861,48915400
1789208922556-tick,862,49250500
1789208922556-tick,863,50898700
1789208922556-tick,864,50292000
1789208922556-tick,865,49232300
1789208922556-tick,866,50208300
1789208922556-tick,867,49779400
1789208922556-tick,868,49800400
1789208922556-tick,869,49892100
1789208922556-tick,870,50284600
1789208922556-tick,871,49899700
1789208922556-tick,872,51011100
1789208922556-tick,873,48655700
1789208922556-tick,874,50694700
1789208922556-tick,875,50992400
1789208922556-tick,876,49256200
1789208922556-tick,877,50461200
1789208922556-tick,878,49154000
1789208922556-tick,879,49446100
1789208922556-tick,880,51356400
1789208922556-tick,881,49345700
1789208922556-tick,882,49836000
1789208922556-tick,883,50393200
1789208922556-tick,884,49235100
1789208922556-tick,885,50204900
1789208922556-tick,886,50360900
1789208922556-tick,887,50058300
1789208922556-tick,888,49375400
1789208922556-tick,889,50281600
1789208922556-tick,890,49675500
1789208922556-tick,891,49985300
1789208922556-tick,892,51513400
1789208922556-tick,893,48594900
1789208922556-tick,894,50158100
1789208922556-tick,895,51451300
1789208922556-tick,896,50080400
1789208922556-tick,897,48357100
1789208922556-tick,898,49677300
1789208922556-tick,899,51164400
1789208922556-tick,900,49782500
1789208922556-tick,901,50060900
1789208922556-tick,902,50313000
1789208922556-tick,903,50200600
1789208922556-tick,904,48566300
1789208922556-tick,905,50714400
1789208922556-tick,906,49870700
1789208922556-tick,907,50995900
1789208922556-tick,908,49110200
1789208922556-tick,909,50592500
1789208922556-tick,910,48784300
1789208922556-tick,911,51298000
1789208922556-tick,912,48779100
1789208922556-tick,913,51415700
1789208922556-tick,914,48528000
1789208922556-tick,915,49843100
1789208922556-tick,916,51308900
1789208922556-tick,917,48787200
1789208922556-tick,918,50238400
1789208922556-tick,919,49962400
1789208922556-tick,920,49940200
1789208922556-tick,921,50737300
1789208922556-tick,922,49225000
1789208922556-tick,923,50482800
1789208922556-tick,924,50384600
1789208922556-tick,925,50003400
1789208922556-tick,926,50589600
1789208922556-tick,927,48753300
1789208922556-tick,928,51431000
1789208922556-tick,929,49960900
1789208922556-tick,930,49647700
